vendor_name,import_year,total_spend,num_transactions,num_categories,mean_approval_delay,mean_fulfillment_delay,anomaly_score,is_anomaly,pca_1,pca_2
058731095,2018,130900.0,2,2,1.5,78.0,0.13938423706416425,False,-0.35678091046203775,0.06414507984059767
1 ADVANCED ENTERPRISES LLC,2021,66.55000000000001,2,2,0.5,6.0,0.19438832261393368,False,-0.23858750135766849,-0.7474568927695214
11400 INC,2019,5495.0,2,2,1.0,44.0,0.1979922267398621,False,-0.3039931835195846,-0.3374054558491525
11400 INC,2020,8500.0,1,1,5.0,55.0,0.17688853756910772,False,-0.4689626137176201,0.5772567194335708
1ST CHOICE SHREDDING,2020,3005.0,4,1,3.25,208.5,0.10789509288956012,False,-0.6105667951544044,1.4490748168040655
1ST CHOICE SHREDDING,2022,2490.0,2,1,0.5,0.0,0.1891473781283306,False,-0.2766343932491364,-0.799370191407914
2 PROCUREMENT LLC,2020,4144.150000000001,5,8,3.1,29.7,0.18152032399046641,False,-0.009387735910999328,0.01382478200876551
22ND CENTURY TECHNOLOGIES,2020,223882.12,7,1,5.714285714285714,79.0,0.07007407810396749,False,-0.4267256078380959,0.969629637393758
22ND CENTURY TECHNOLOGIES INC,2022,339365.45,8,2,4.818181818181818,0.0,0.07404738625976759,False,-0.22650048605838444,0.17760166359996843
3 G FOODSERVICE,2017,303.74,1,1,3.0,27.0,0.19870128279237892,False,-0.38464090856834016,-0.06486294389058693
3 G FOODSERVICE,2018,517.04,2,2,0.5,25.0,0.1946466280221098,False,-0.2658474479478574,-0.5948432864934745
3 G FOODSERVICE,2019,17.5,2,2,1.5,23.0,0.20478493881237797,False,-0.2852942275430791,-0.4031302771128237
360 INTEGRATED SERVICESOLUTIONS360IS2LLC,2019,121.4,1,2,1.0,390.0,0.05156220251505972,False,-0.814569918322767,2.4376218881141285
4IMPRINT INC,2018,258.44,1,2,2.0,13.0,0.2025665681319529,False,-0.2954455766396182,-0.380900816238979
623 LANDFILL INC,2021,15241.0246,3,2,0.6666666666666666,3.5,0.18868239495613043,False,-0.22446206168944396,-0.7284204800917828
A F DAULTON SUPPLY,2016,467.28000000000003,2,2,0.0,30.5,0.19486045667453977,False,-0.2626036343572591,-0.6546344024715843
A F DAULTON SUPPLY,2017,9.45,1,1,4.0,14.0,0.1945357713917638,False,-0.3882789127431272,0.03858653348701022
A M DAVIS INC,2018,5206.8,2,2,2.0,28.0,0.20353976310721955,False,-0.3033225615843274,-0.2580376679157035
A M DAVIS INC,2019,5448.98,5,2,3.75,22.0,0.18949708997040815,False,-0.29355752387044887,0.062035545546154
A M DAVIS INC,2020,2618.67,5,2,0.7142857142857143,9.142857142857142,0.19211711106207452,False,-0.2075885107940501,-0.6727573105638757
A M DAVIS INC,2021,3596.5,4,1,2.142857142857143,2.6666666666666665,0.19767761636965558,False,-0.29025862481915554,-0.43330046827639607
A M DAVIS INC,2022,3752.1,7,1,2.0,0.0,0.19776765702273902,False,-0.24309308288227588,-0.47994725009324624
A1 ASPHALT PAVING & SEALING LLC,2019,74813.94,1,1,12.0,1.0,0.051659900675787296,False,-0.5436468435404843,1.6118803338483974
AAA OSHA TRAINING & SAFETY CONSULTANTS I,2020,750.0,1,1,1.0,28.0,0.20305739538011586,False,-0.3414707438229682,-0.47248063734260404
AAM SUPPLY LLC,2016,1274.46,4,5,0.8333333333333334,18.0,0.1936844488950175,False,-0.09601284925516176,-0.5659756299277223
AAM SUPPLY LLC,2017,207.05,2,2,0.0,63.0,0.18578013351178896,False,-0.3092915462940923,-0.3937876600131351
AARON MONTGOMERY,2017,3800.0,1,1,4.0,0.0,0.18903848627631376,False,-0.3679564544215418,-0.07305435220945004
ABACUS OFFICE SOLUTIONS LLC,2016,575.22,10,13,6.315789473684211,23.7,0.0938849105058368,False,0.22825925609697378,0.6619086556234952
ABACUS OFFICE SOLUTIONS LLC,2017,770.24,6,4,1.5714285714285714,23.142857142857142,0.2018573163832743,False,-0.13992023220467167,-0.3726391095484322
ABACUS OFFICE SOLUTIONS LLC,2018,284.42,2,5,1.2857142857142858,34.285714285714285,0.1916503134716968,False,-0.15630289631383623,-0.34434979069807026
ABACUS OFFICE SOLUTIONS LLC,2019,524.67,1,6,4.0,130.0,0.12496293405850045,False,-0.32082467210281795,0.9910150293375308
ABACUS OFFICE SOLUTIONS LLC,2021,167.1,2,2,0.0,11.0,0.19706150268309403,False,-0.2346170301442456,-0.8112322446004123
ABATEMENT TECHNOLOGIES INC,2020,25969.790399999998,2,2,0.0,204.0,0.10583628376016924,False,-0.5103045999312541,0.7431777971302721
ABBOTT FARM SUPPLIERS INC,2020,95.71000000000001,1,2,1.0,1.0,0.19708901593569383,False,-0.25593144557055975,-0.6851309606329872
ABILITY2ACCESS,2021,6165.0,1,1,1.0,11.0,0.20356334921069047,False,-0.3167469418060405,-0.6078847430987366
ACCESS OFFICE PRODUCTS LLC,2016,700.31,7,7,2.2857142857142856,104.5,0.14956068773508008,False,-0.11889451915162388,0.44307644468624496
ACCESS OFFICE PRODUCTS LLC,2017,1190.46,14,19,1.8076923076923077,16.833333333333332,0.1427517022387581,False,0.6729800608686323,-0.29892971245384087
ACCESS OFFICE PRODUCTS LLC,2018,11730.53,69,60,1.9829545454545454,74.98125,-0.015902397970541937,True,3.241015030971093,0.46068876343851917
ACCESS OFFICE PRODUCTS LLC,2019,5682.12,37,38,1.2345679012345678,60.111111111111114,0.05382999771751229,False,1.8208659219943173,0.044426480661541486
ACCESS OFFICE PRODUCTS LLC,2020,18058.739999999998,58,55,1.4268292682926829,14.121212121212121,0.042027056869104906,False,2.959973055059899,-0.17957411708825982
ACCESS OFFICE PRODUCTS LLC,2021,5202.54,31,24,2.101449275362319,13.954545454545455,0.10739577929315536,False,1.1322829920715238,-0.21399161214089538
ACCRUENT,2020,127050.0,1,1,4.0,2.0,0.14642279749119774,False,-0.3637675141450626,-0.03274531101603041
ACCRUENT LLC,2018,5077.76,1,1,2.0,7.0,0.2010932062494093,False,-0.3333552065615223,-0.4323426429897018
ACCRUENT LLC,2020,65750.95000000001,2,2,12.333333333333334,3.0,0.05523331685901611,False,-0.4942851792751383,1.7011403531608975
ACTION MAINTENANCE SUPPLY CO INC,2020,33.75,1,1,5.0,41.0,0.1830624515245986,False,-0.4493423606528121,0.4632038762298817
ACTION MAINTENANCE SUPPLY CO INC,2021,745.87,2,1,0.3333333333333333,54.0,0.1880900588397756,False,-0.35056824853024077,-0.40086585722395274
ADAMS OUTDOOR ADVERTISING LP,2021,16211.5,3,3,0.4,63.0,0.17281714311214097,False,-0.25710757963529624,-0.30179222538076417
ADAMS PROPANE COMPANY LLC,2019,638.07,1,1,0.0,0.0,0.19538623258454202,False,-0.2789762239277802,-0.9051428536661027
ADANI SYSTEMS INC,2021,165250.0,1,2,5.0,282.0,0.023809898775514315,False,-0.7391729245963419,2.43459907875777
ADVANCE TOWING LLC,2021,1800.0,1,1,1.0,5.0,0.2014942660043948,False,-0.30838046293671395,-0.6569094864672417
ADVANCED EDUCATIONAL PRODUCTS,2017,64.44,2,2,1.3333333333333333,101.0,0.17339284859379767,False,-0.3935916881564346,0.1883896161675244
ADVANTAGE SUPPLY CENTER INC,2016,882.1200000000001,8,8,1.6666666666666667,26.5,0.19041797622157453,False,0.06711308205377628,-0.3060228007485746
ADVANTAGE SUPPLY CENTER INC,2017,1438.65,7,7,3.0,20.8,0.18574931144361778,False,-0.014572959926661175,-0.08021471088506921
ADVANTAGE SUPPLY CENTER INC,2018,5793.59,25,24,1.6,20.65,0.11345111086016696,False,1.0535936146648657,-0.27321088439458374
ADVANTAGE SUPPLY CENTER INC,2019,5567.06,27,26,2.116279069767442,27.92,0.10492015368891616,False,1.1519985912357462,-0.09617870411945179
ADVANTAGE SUPPLY CENTER INC,2020,27620.82,61,62,1.8265895953757225,26.03448275862069,0.017601989678383445,False,3.3022602549844433,0.035035476634789266
ADVANTAGE SUPPLY CENTER INC,2021,2521.5699999999997,26,21,1.880952380952381,23.176470588235293,0.11225411391893231,False,0.916489425475531,-0.20637091429415436
ADVERTISING PROMOTIONS AND DESIGN,2016,2251.3,2,2,1.5,17.0,0.20365921348570248,False,-0.27654969632334897,-0.45085647394400136
AIR FORCE ONE HVAC CONTROL  LLC,2022,1890.0,1,2,1.0,0.0,0.19781537205437305,False,-0.25439255636385405,-0.692805500107485
AIR WATER & SOIL LABORATORIES INC,2017,215.0,1,1,7.0,5.0,0.15994666683695974,False,-0.44221334058889417,0.5899780292897779
AIR WATER & SOIL LABORATORIES INC,2018,513.0,2,2,2.6666666666666665,22.0,0.2018553397836949,False,-0.30983515016482555,-0.1685494008997307
AIR WATER & SOIL LABORATORIES INC,2020,2685.0,2,2,3.0,1.0,0.19083076182134617,False,-0.2869828885686239,-0.2674133417032012
AIRGAS USA LLC-NORTH DIV,2020,694.95,3,5,0.34615384615384615,13.846153846153847,0.18819660553940126,False,-0.09260224837730868,-0.7021784797116142
AIRGAS USA LLC-SOUTH DIV,2016,2625.17,3,3,0.0,122.0,0.14510896956411773,False,-0.3336992687550814,0.0860176852247049
AIRGAS USA LLC-SOUTH DIV,2017,219.52,2,2,1.0,4.5,0.20237243199349336,False,-0.24756977154621299,-0.655534949430186
AIRGAS USA LLC-SOUTH DIV,2018,2172.61,12,4,1.6875,95.0,0.15294125012956117,False,-0.1653352327022011,0.2374563987946335
AIRGAS USA LLC-SOUTH DIV,2019,1290.45,3,3,3.5,233.66666666666666,0.09672944872237815,False,-0.5721555961652369,1.709706631147978
AIRGAS USA LLC-SOUTH DIV,2020,4887.32,11,4,0.0,219.15384615384616,0.07191983782732236,False,-0.31924204591731004,0.8824018836985591
AIRGAS USA LLC-SOUTH DIV,2021,2408.78,6,4,0.0,217.0,0.08385319100709526,False,-0.3831954431669805,0.8572491415571326
AIRGAS USA LLC-SOUTH DIV,2023,4049.82,5,4,1.0,0.0,0.18901478914696884,False,-0.10714062432569683,-0.6780318562787618
AIRTEC INC,2016,119.01,1,1,0.0,59.0,0.1911554600379261,False,-0.3637354131791343,-0.4316148689825045
AIRTEC INC,2017,39.98,1,1,0.0,6.0,0.1988253337695502,False,-0.2876270435620587,-0.8570947732263035
AIRTEC INC,2018,20780.42,4,7,0.0,18.6,0.17110705020171485,False,0.016422877142116935,-0.7220938645105145
ALBEMARLE CHARLOTTESVILLE REGIONAL JAIL,2021,49995.0,1,1,1.0,308.0,0.07007422849358058,False,-0.7407553174905277,1.7849462533720715
ALERT VISIONS OF NORTH AMERICA INC,2017,1590.0,1,1,0.0,55.0,0.1915346875075769,False,-0.3579067689698029,-0.46343591699610737
ALL GLASS INC,2016,60.0,1,1,7.0,22.0,0.1634274499171396,False,-0.4666357915475808,0.7264172254845268
ALLEGHANY HIGHLANDS CSB,2020,33000.0,1,1,4.0,301.0,0.07311758588018435,False,-0.7985473681535555,2.349008193143277
ALLEGHANY HIGHLANDS CSB,2021,33000.0,1,1,1.0,338.0,0.060904471253418524,False,-0.7848117513962724,2.022430766635302
ALLEN BUSINESS COMMUNICATIONS INC,2020,263.98,1,2,0.0,52.0,0.18945428412192067,False,-0.3068721725109071,-0.4835553239148608
ALLIANCE BEAUTY SUPPLY LLC,2018,525.03,3,3,0.8181818181818182,22.545454545454547,0.19895121219508266,False,-0.2092312260935605,-0.5427071651181177
ALLIANCE BEAUTY SUPPLY LLC,2019,222.5,2,3,0.125,34.125,0.1893478682154524,False,-0.22380749781403442,-0.5953746720056025
ALLIANCE BEAUTY SUPPLY LLC,2020,611.97,2,2,0.06666666666666667,5.0,0.1958596828638608,False,-0.22746101166300073,-0.845452705139289
ALLIANCE BEAUTY SUPPLY LLC,2021,336.95,2,3,2.5,3.25,0.1929353083884101,False,-0.23240115781269466,-0.3495221003216416
ALLSTATE POWER VAC INC,2020,1592.0,1,1,6.0,58.0,0.15647752258278086,False,-0.49595700289223266,0.8078467848261159
AMAZING SOUTHERN GRACES CATERING,2021,798.0,1,1,1.0,11.0,0.20503139004987014,False,-0.3170544230093829,-0.6089408895595834
"AMERICAN BOILER, INC.",2017,147.0,1,1,2.0,21.0,0.20439809735753223,False,-0.35374298874054455,-0.32092613380826357
"AMERICAN BOILER, INC.",2019,1268.35,2,1,1.0,18.333333333333332,0.20369678217766407,False,-0.3141779162117854,-0.5485041054543829
"AMERICAN BOILER, INC.",2020,11342.21,5,1,4.25,29.166666666666668,0.17476130730909828,False,-0.3614593509071592,0.22043545244908197
AMERICAN CORRECTIONAL ASSOCIATION,2018,8792.0,4,6,3.4285714285714284,115.0,0.14500776549039784,False,-0.2459295890386015,0.7578714155935068
AMERICAN CORRECTIONAL ASSOCIATION,2019,152268.0,3,3,4.666666666666667,10.0,0.13207917490510707,False,-0.2683053319844336,0.18641470089897566
AMERICAN COUNCIL ON EDUCATION,2019,8000.0,1,1,4.0,317.0,0.08757905909942698,False,-0.8229571234858212,2.4725306304014514
AMERICAN HARDWARE & HOME INC,2017,2501.3999999999996,2,2,0.6666666666666666,50.0,0.18672671134931024,False,-0.30535112942658466,-0.35911763314243256
AMERICAN LOCK & KEY CO INC,2020,632.89,2,1,0.0,17.0,0.19792596084570618,False,-0.29000918731260356,-0.7671992303948002
AMERICAN PUBLIC SAFETY LLC,2020,2865.44,7,3,2.0,27.363636363636363,0.2010789377918651,False,-0.18883601414575896,-0.25200775872537723
AMERICAN PUBLIC SAFETY LLC,2021,1277.31,16,3,3.5357142857142856,43.0,0.1715934794641878,False,-0.12518572640014863,0.20570081496323978
AMERICAN SOCIETY OF POWER ENGINEERS INC,2020,450.0,1,1,6.0,299.0,0.06572680315015478,False,-0.8421206982954149,2.7422807146605437
AMERICAN VAN EQUIPMENT INC,2018,1337.6100000000001,1,2,0.0,3.0,0.19544680898051364,False,-0.23644213537237307,-0.8766978845121147
AMERICAN WELDING & CONSTRUCTION SUPPLY,2017,1253.92,2,2,0.0,4.0,0.19720352088492116,False,-0.22450211824006702,-0.8672117794715608
AMERICAN WELDING & CONSTRUCTION SUPPLY,2018,2677.89,4,3,0.2222222222222222,36.666666666666664,0.18867241801010276,False,-0.20272220251546827,-0.5513287903971337
AMERICAN WELDING & CONSTRUCTION SUPPLY,2019,12.5,1,1,0.0,14.0,0.1993256761015217,False,-0.299117357140561,-0.7928791465748875
AMTEK COMPANY,2017,2590.0,1,1,2.0,56.0,0.19492669095200083,False,-0.40386626072895204,-0.039478362324379325
AMTEK COMPANY,2021,160902.0,1,1,1.0,64.0,0.13374274135451564,False,-0.38399478995449393,-0.1519704308696126
ANCHOR SALES AND SERVICE INC,2021,1999.0,1,1,2.0,54.0,0.19661755286496563,False,-0.40102793494976197,-0.05564992098733512
ANCHORAGE PHOTO & VIDEO,2018,19.75,1,1,1.0,21.0,0.20467689121930666,False,-0.33145993381373245,-0.5288177447961284
ANCHORAGE PHOTO & VIDEO,2019,107.68,1,1,0.0,7.0,0.1988253337695502,False,-0.28905925735870064,-0.8490538215757983
ANCHORAGE PHOTO & VIDEO,2020,3089.49,8,7,1.5555555555555556,42.875,0.18600368166076742,False,-0.0006020517745252827,-0.20145670097108773
ANCHORAGE PHOTO & VIDEO,2021,1017.0,4,4,0.5,12.333333333333334,0.18936497875732067,False,-0.12726191575983914,-0.6850294723812188
ANTHEM HEALTH PLANS OF VA INC,2021,114000000.0,2,2,4.5,141.0,-0.1061645046418852,True,6.009557461808717,23.601245257250064
ANYSOURCE LLC,2020,73.74,2,3,10.0,13.0,0.10943807424645757,False,-0.41359572744226525,1.287694764878824
ANYSOURCE LLC,2021,41.4,1,1,1.0,15.0,0.20554675201799066,False,-0.32284213904713704,-0.5769792601280256
APEX INDUSTRIAL SUPPLY COMPANY,2016,313.29200000000003,3,3,0.0,16.0,0.19192963761317205,False,-0.1816059240710365,-0.7653659628861477
APEX INDUSTRIAL SUPPLY COMPANY,2017,12.46,1,1,0.0,7.0,0.19727266681986239,False,-0.28906471261493,-0.849072559467731
APEX INDUSTRIAL SUPPLY COMPANY,2018,986.9142,9,7,0.0,18.142857142857142,0.17258617153885009,False,0.0828499064112227,-0.7222839844271376
APEX INDUSTRIAL SUPPLY COMPANY,2020,12013.7585,13,7,0.38596491228070173,48.6,0.1572738139572839,False,0.08466270048837783,-0.389486430693068
APEX INDUSTRIAL SUPPLY COMPANY,2021,13159.810650000001,11,5,0.10256410256410256,73.2,0.1481753275797592,False,-0.06464879734591532,-0.26208951197531233
APPOMATTOX TRUE VALUE,2018,41.98,1,1,3.0,259.0,0.11763554613336424,False,-0.717829342452829,1.7974955405972681
AQUIONICS,2017,51.25,1,1,5.0,64.0,0.172614731641553,False,-0.4823714833157447,0.647842793613687
ARC WELDERS INC,2020,4792.9601999999995,4,3,0.13333333333333333,28.857142857142858,0.19423901105972557,False,-0.18940446603954003,-0.6320815662844449
ARC3 GASES,2016,1726.93,2,2,2.0,32.0,0.20101903118650044,False,-0.30926629668983363,-0.2266119378641402
ARC3 GASES,2018,914.11,5,5,0.8333333333333334,37.27272727272727,0.18810563601637842,False,-0.11033000708059036,-0.4098572868553113
ARC3 GASES,2019,590.825,2,2,5.285714285714286,1.7142857142857142,0.17105266928624147,False,-0.3390780068887415,0.21303216517527426
ARC3 GASES,2020,13650.709,4,6,2.1578947368421053,0.9230769230769231,0.1805601167606593,False,-0.05350240372893903,-0.42107091655554785
ARC3 GASES,2021,161.452,1,1,7.0,0.0,0.1547626076182021,False,-0.43503594639907794,0.5498293453890896
ARCH ROANOKE,2020,2640.0,1,1,7.0,224.0,0.08445307529617962,False,-0.7565786458707248,2.348506047773895
ARCHITECTURAL PRODUCTS OF VIRGINIA,2016,997.4000000000001,3,3,0.6666666666666666,65.0,0.17737549362570776,False,-0.26679548865286284,-0.23329979199308323
ARCHITECTURAL PRODUCTS OF VIRGINIA,2017,536.03,1,1,0.0,42.0,0.19476739493694678,False,-0.33929795081279,-0.568002503504872
ARCHITECTURAL PRODUCTS OF VIRGINIA,2018,32.0,2,2,0.5,202.0,0.12090879893618262,False,-0.5200635916480065,0.8259516489000688
ARCHITECTURAL PRODUCTS OF VIRGINIA,2019,262.5,4,2,1.75,59.0,0.1882682993972684,False,-0.3157902955726168,-0.059170878394022165
ARCHITECTURAL PRODUCTS OF VIRGINIA,2020,778.3000000000001,3,2,2.6,62.666666666666664,0.18474260976238432,False,-0.35335411463681343,0.14557690401062667
ARMOR CORRECTIONAL HEALTH SERVICES INC,2021,1751288.16,7,4,5.285714285714286,183.75,-0.08448016504452716,True,-0.33968968173331243,2.0346823851912403
ARMY NAVY STORE,2016,619.7099999999999,4,4,1.0,7.0,0.19536396312633542,False,-0.1307706900595788,-0.6239883910363325
ARMY NAVY STORE,2018,578.6,1,1,6.0,5.0,0.1662898490209297,False,-0.4199021643375694,0.38218301034407953
ARMY NAVY STORE,2020,648.2,1,2,4.0,5.0,0.19039093802318097,False,-0.32851519808259994,-0.029312011399936406
ARROW SAFETY DEVICE COMPANY,2019,18256.84,2,2,2.5,68.5,0.17686650181554336,False,-0.3718818256626929,0.17358265875434856
ARROW SAFETY DEVICE COMPANY,2020,5129.36,26,9,3.2933333333333334,51.0,0.1423763250147882,False,0.2835717500019487,0.2603929585743371
ARTHUR L DAVIS PUBLISHING AGENCY INC,2020,10597.12,1,1,10.0,201.0,0.04225579866350365,False,-0.7899636842981927,2.789036128208942
ASHLEY'S U.S. LOCK & SECURITY,2020,259.98,2,2,1.6666666666666667,169.33333333333334,0.14099958777172467,False,-0.4991435813668494,0.8062716203106356
ASHLEY'S U.S. LOCK & SECURITY,2021,46.5,2,1,0.0,9.0,0.1972534157619481,False,-0.2785540430067483,-0.8315356576103899
ASSOCIATES POLYGRAPH & DIAGNOSTICS,2020,87370.0,9,2,11.3,208.0,-0.003625009900705134,True,-0.6707458568529617,3.1465878248511316
ASSOCIATES POLYGRAPH & DIAGNOSTICS,2021,69785.0,8,3,8.375,188.0,0.022227499305495058,False,-0.5444108284738091,2.377314530358537
ASSOCIATES POLYGRAPH & DIAGNOSTICS,2023,9875.0,2,1,3.5,0.0,0.19119715807737264,False,-0.3430823343035976,-0.17431722211081402
ATLANTIC CONSTRUCTORS INC,2021,130633.06,5,5,0.6666666666666666,70.0,0.13498226328162827,False,-0.1461825990760458,-0.1562525255242311
ATLANTIC CONSTRUCTORS INC,2023,23933.95,3,2,0.7777777777777778,0.0,0.18853973525566586,False,-0.22141441625758487,-0.7317102575027071
ATLANTIC ELECTRICAL SUPPLY CORP,2018,2711.6359999999995,6,6,0.0,6.0,0.18089706082610046,False,0.013441981427148204,-0.8280721965181367
ATLANTIC ELECTRICAL SUPPLY CORP,2019,6111.9114,10,10,0.0,19.75,0.15609127763162683,False,0.23462328668302676,-0.6942257023757021
ATLANTIC ELECTRICAL SUPPLY CORP,2020,12264.0907,23,16,0.0,18.901960784313726,0.1161494009808488,False,0.6909590994336776,-0.6553019746415201
ATLANTIC ELECTRICAL SUPPLY CORP,2021,5917.313,7,3,0.0,14.0,0.1918560793093344,False,-0.12488906197510255,-0.7744186539261451
ATLANTIC FENCE SUPPLY,2017,4205.94,5,4,0.0,20.833333333333332,0.19149426856670243,False,-0.11475992654483794,-0.7186254273795585
ATLANTIC FENCE SUPPLY,2018,21279.16,3,2,0.0,6.0,0.18703024013506303,False,-0.21284613127912605,-0.8457409042346634
ATLANTIC FENCE SUPPLY,2020,340.12,1,1,0.0,7.0,0.198927412300823,False,-0.28904594062106237,-0.8490080808112448
ATLANTIC FENCE SUPPLY,2021,34747.101,7,4,0.0,43.0,0.16346875980065967,False,-0.11808176371591106,-0.531719705252436
ATLANTIC GREEN LLC,2016,135.0,1,1,0.0,93.0,0.17641010188398665,False,-0.41256163877873603,-0.15867232656789573
ATLANTIC GREEN LLC,2018,3750.0,2,1,4.0,1.0,0.1876559864866676,False,-0.356014507152895,-0.06356161747367224
ATLANTIC GREEN LLC,2019,135.0,1,1,1.0,19.0,0.2044907222481272,False,-0.3285811462123212,-0.5448503238731006
ATLANTIC GREEN LLC,2020,9210.9,8,5,4.916666666666667,10.181818181818182,0.16953392663208833,False,-0.12182582329324339,0.22751295235665384
ATLANTIC GREEN LLC,2021,6725.0,4,3,4.25,52.0,0.1791762646141325,False,-0.31429097985534227,0.4097982885829959
ATLANTIC LIFT SYSTEMS INC,2016,1896.06,1,1,5.0,22.0,0.18835658600233957,False,-0.4219499112627176,0.3110453948904235
ATLANTIC LIFT SYSTEMS INC,2018,1215.0,1,1,0.0,5.0,0.19887983268118198,False,-0.2861236329998087,-0.8648911759053491
ATLANTIC LIFT SYSTEMS INC,2020,8096.719999999999,3,2,0.0,122.0,0.1505891660806562,False,-0.38018808613348065,0.08286998345317506
ATLANTIC MERCHANDISING SERVICE LLC,2018,28.0,1,1,0.0,5.0,0.1988253337695502,False,-0.286191637506678,-0.8651247600024284
ATLANTIC PUMP & EQUIPMENT CO INC,2017,4360.0,1,2,1.0,33.0,0.19897319451530127,False,-0.30164209668828196,-0.42740767399928153
"ATLANTIC SOURCE, INC.",2021,1066.2000000000003,7,4,0.0,9.5,0.18782533607185659,False,-0.07190228328245747,-0.807273191101168
ATLANTIC TACTICAL INC,2020,143040.15,3,2,4.666666666666667,84.0,0.10510377723168457,False,-0.4219071315837544,0.7744189413270344
ATTRONICA COMPUTERS INC,2019,22081.25,5,3,2.5714285714285716,8.5,0.1870770007207047,False,-0.20014434342880424,-0.28382564266974136
ATTRONICA COMPUTERS INC,2020,58424.05,22,8,2.7586206896551726,15.529411764705882,0.14470226075611503,False,0.2491571265532583,-0.1351372494798184
ATTRONICA COMPUTERS INC,2021,3469.0,6,6,3.3333333333333335,29.0,0.18577407554200498,False,-0.09384590435199876,0.04960088207196631
AUDIO VISUAL INNOVATIONS INC,2018,1275.0,1,2,0.0,6.0,0.19682312272005836,False,-0.24075399957402646,-0.8526273173705697
AUGUSTA COUNTY SERVICE AUTHORITY,2020,46945.15,6,2,3.0,231.0,0.08609375160225602,False,-0.5612248126319568,1.593550918435727
AUGUSTA COUNTY SERVICE AUTHORITY,2022,3734.15,4,4,0.5,1.0,0.18261536737779888,False,-0.11083053341883611,-0.7754745759331118
AUSTIN INDUSTRIAL SERVICES LLC,2019,1000.0,1,1,0.0,147.0,0.1520453495036354,False,-0.49006107173150265,0.27498987427115096
AUXO MEDICAL LLC,2020,373.8,1,1,0.0,0.0,0.1954343108930764,False,-0.2789913642403585,-0.9051948581053069
AVANT GUARDS MANUFACTURING,2021,31378.0,1,1,10.0,171.0,0.04517186905245857,False,-0.7456903532547342,2.5522966203049795
Augusta Regional Landfill,2020,200.0,1,1,1.0,177.0,0.14172999556921173,False,-0.5554800218822994,0.7235278947950748
B & G HARDWARE LLC,2016,4570.2,19,13,0.5588235294117647,27.483870967741936,0.1376682401390374,False,0.47180704076974467,-0.49033594023989474
B & G HARDWARE LLC,2017,5264.89,28,18,1.6470588235294117,28.391304347826086,0.12476927078536826,False,0.8007261215845511,-0.22231034565960023
B & G HARDWARE LLC,2018,15406.61,24,23,2.619047619047619,38.27272727272727,0.10338520370694959,False,0.9459383743654537,0.07627610425828169
B & G HARDWARE LLC,2019,15638.35,22,17,2.5,116.52272727272727,0.08164696233157581,False,0.5286554943999339,0.6514412566702968
B & G HARDWARE LLC,2020,38893.76,51,37,1.5038167938931297,170.06976744186048,-0.01945099077258483,True,1.799386581652359,1.0060620194221186
B & G HARDWARE LLC,2021,36177.6,26,10,3.173076923076923,52.91428571428571,0.12437713891505647,False,0.3320842911628355,0.26109710505377964
B W WILSON PAPER CO INC,2016,4775.78,6,5,0.125,9.5,0.18742364444415194,False,-0.04105466646703769,-0.7778104017777812
B W WILSON PAPER CO INC,2017,3746.12,5,2,0.6,20.0,0.19500147014841235,False,-0.22056831031568083,-0.6091345064721864
B W WILSON PAPER CO INC,2018,18548.62,21,10,2.6956521739130435,63.125,0.13395392518259736,False,0.260148220074579,0.23298044217630798
B W WILSON PAPER CO INC,2019,16102.4,9,3,1.5555555555555556,2.0,0.1916663364406636,False,-0.11498450044155246,-0.5424480431570188
B W WILSON PAPER CO INC,2020,59323.56,59,12,2.6265060240963853,17.13157894736842,0.09463378444451304,False,0.9321552916098228,-0.0780902145765878
B W WILSON PAPER CO INC,2021,17121.1,29,6,2.7058823529411766,8.555555555555555,0.15063595395778046,False,0.25804324661394057,-0.20833536182405255
B3 ENTERPRISES LLC,2020,87.33,1,1,4.0,100.0,0.16245832411090028,False,-0.5117783975263746,0.72897797795738
BAKER & TAYLOR LLC,2018,1767.83,3,2,5.260416666666667,123.73958333333333,0.12625521110219257,False,-0.5003053809391312,1.1890540509495353
"BAKER & TAYLOR, INC.",2016,645.6,1,1,0.0,109.0,0.1675904553933263,False,-0.4355098643949614,-0.03012977939653461
BALL OFFICE PRODUCTS,2016,67.08,1,1,1.0,4.0,0.20275214383482743,False,-0.3070436513851678,-0.6652781288592281
BALL OFFICE PRODUCTS,2018,1893.06,3,3,0.6666666666666666,34.666666666666664,0.1912517413292823,False,-0.22318270578647054,-0.47662829440492394
BALL OFFICE PRODUCTS,2019,233.45,1,1,2.0,52.0,0.19680667968275795,False,-0.3982569004035485,-0.07205261377095191
BALL OFFICE PRODUCTS,2020,211.67000000000002,2,2,0.0,8.666666666666666,0.19602733731050875,False,-0.23126359440857644,-0.8299546088887643
BARBEE FABRICS OF DANVILLE INC,2017,125.72,1,1,1.0,53.0,0.19701724763249484,False,-0.37740881955740635,-0.27191275422187294
BARNES & NOBLE BOOKSELLERS INC,2019,87.25999999999999,2,1,0.0,0.0,0.19268023204760615,False,-0.2656268762002928,-0.9037763002424022
BATEMAN PRODUCE FARMS INC,2016,8100.0,5,1,0.6,6.5,0.19242994396165497,False,-0.2477339127773561,-0.7208751446175801
